0 0 0.157283 0.451555 1
0 1 0.15123 0.405551 1
0 2 0.141314 0.359546 1
0 3 0.127788 0.313541 1
0 4 0.110998 0.267536 1
0 5 0.0913722 0.22153 1
0 6 0.0694121 0.175524 1
0 7 0.045679 0.129517 1
0 8 0.0207789 0.0835105 1
0 9 -0.00465202 0.0375036 1
0 10 -0.0299641 -0.00850349 1
0 11 -0.0545107 -0.0545107 0
0 12 -0.0776648 -0.0726821 1
0 13 -0.0988349 -0.0908536 1
0 14 -0.11748 -0.109025 1
0 15 -0.133125 -0.127197 1
0 16 -0.145368 -0.145368 0
0 17 -0.153898 -0.167642 1
0 18 -0.158497 -0.189916 1
0 19 -0.159047 -0.212189 1
0 20 -0.155533 -0.234462 1
0 21 -0.148047 -0.256734 1
0 22 -0.136779 -0.279006 1
0 23 -0.122017 -0.301276 1
0 24 -0.104137 -0.323546 1

1 0 0.310549 0.49756 1
1 1 0.298598 0.446227 1
1 2 0.279019 0.393892 1
1 3 0.252313 0.252313 0
1 4 0.219161 0.292995 1
1 5 0.18041 0.248479 1
1 6 0.137051 0.187491 1
1 7 0.090191 0.144363 1
1 8 0.0410269 0.0743771 1
1 9 -0.00918519 0.0268614 1
1 10 -0.0591627 -0.0591627 0
1 11 -0.107629 -0.0818403 1
1 12 -0.153346 -0.153346 0
1 13 -0.195145 -0.168249 1
1 14 -0.231959 -0.189518 1
1 15 -0.262848 -0.262848 0
1 16 -0.287023 -0.238934 1
1 17 -0.303865 -0.303865 0
1 18 -0.312945 -0.283842 1
1 19 -0.31403 -0.31403 0
1 20 -0.307094 -0.319153 1
1 21 -0.292312 -0.341693 1
1 22 -0.270064 -0.338786 1
1 23 -0.240916 -0.348236 1
1 24 -0.205614 -0.345816 1

2 0 0.455881 0.543564 1
2 1 0.438337 0.486083 1
2 2 0.409596 0.430244 1
2 3 0.370391 0.370391 0
2 4 0.321725 0.321725 0
2 5 0.26484 0.266517 1
2 6 0.201189 0.229132 1
2 7 0.132399 0.132399 0
2 8 0.060227 0.0892859 1
2 9 -0.0134837 -0.00191174 1
2 10 -0.08685 -0.0568476 1
2 11 -0.157998 -0.157998 0
2 12 -0.225109 -0.189328 1
2 13 -0.28647 -0.23685 1
2 14 -0.340513 -0.301962 1
2 15 -0.385857 -0.303173 1
2 16 -0.421345 -0.421345 0
2 17 -0.446069 -0.357723 1
2 18 -0.459398 -0.409019 1
2 19 -0.460992 -0.39781 1
2 20 -0.450809 -0.430996 1
2 21 -0.42911 -0.409875 1
2 22 -0.39645 -0.422308 1
2 23 -0.353662 -0.387257 1
2 24 -0.301839 -0.368084 1

3 0 0.589568 0.589568 0
3 1 0.566879 0.54343 1
3 2 0.529709 0.463313 1
3 3 0.479008 0.479008 0
3 4 0.41607 0.357113 1
3 5 0.342504 0.342504 0
3 6 0.260188 0.228468 1
3 7 0.171225 0.181183 1
3 8 0.0778884 0.0729055 1
3 9 -0.0174378 0.00473542 1
3 10 -0.112319 -0.095767 1
3 11 -0.20433 -0.177147 1
3 12 -0.291122 -0.247658 1
3 13 -0.370477 -0.330075 1
3 14 -0.440368 -0.356879 1
3 15 -0.49901 -0.446674 1
3 16 -0.544904 -0.427359 1
3 17 -0.576878 -0.504867 1
3 18 -0.594116 -0.480758 1
3 19 -0.596177 -0.513313 1
3 20 -0.583008 -0.507489 1
3 21 -0.554946 -0.554946 0
3 22 -0.512708 -0.474073 1
3 23 -0.457372 -0.444356 1
3 24 -0.390353 -0.390353 0

4 0 0.708194 0.585632 1
4 1 0.68094 0.543058 1
4 2 0.636291 0.614278 1
4 3 0.575388 0.45372 1
4 4 0.499787 0.487101 1
4 5 0.411418 0.337824 1
4 6 0.312539 0.307096 1
4 7 0.205677 0.17713 1
4 8 0.0935602 0.0992183 1
4 9 -0.0209465 -0.0159957 1
4 10 -0.134918 -0.112715 1
4 11 -0.245443 -0.207163 1
4 12 -0.349698 -0.349698 0
4 13 -0.44502 -0.388619 1
4 14 -0.528974 -0.479312 1
4 15 -0.599415 -0.498874 1
4 16 -0.654543 -0.584077 1
4 17 -0.692951 -0.549666 1
4 18 -0.713657 -0.605027 1
4 19 -0.716133 -0.617833 1
4 20 -0.700314 -0.608209 1
4 21 -0.666606 -0.604435 1
4 22 -0.615869 -0.552844 1
4 23 -0.5494 -0.494724 1
4 24 -0.468895 -0.434188 1

5 0 0.808728 0.581697 1
5 1 0.777606 0.777606 0
5 2 0.726619 0.537655 1
5 3 0.65707 0.65707 0
5 4 0.570736 0.456799 1
5 5 0.469823 0.469823 0
5 6 0.356907 0.308917 1
5 7 0.234875 0.234875 0
5 8 0.106842 0.0982312 1
5 9 -0.02392 -0.02392 0
5 10 -0.154071 -0.139353 1
5 11 -0.280286 -0.254528 1
5 12 -0.399341 -0.345874 1
5 13 -0.508195 -0.455991 1
5 14 -0.604067 -0.604067 0
5 15 -0.684507 -0.684507 0
5 16 -0.747462 -0.607192 1
5 17 -0.791322 -0.700259 1
5 18 -0.814968 -0.683354 1
5 19 -0.817795 -0.70167 1
5 20 -0.799731 -0.799731 0
5 21 -0.761237 -0.662907 1
5 22 -0.703298 -0.636447 1
5 23 -0.627392 -0.549167 1
5 24 -0.535459 -0.478024 1

6 0 0.888604 0.577761 1
6 1 0.854407 0.580829 1
6 2 0.798385 0.736211 1
6 3 0.721967 0.573012 1
6 4 0.627106 0.533995 1
6 5 0.516226 0.462641 1
6 6 0.392158 0.327823 1
6 7 0.258072 0.258072 0
6 8 0.117394 0.092062 1
6 9 -0.0262825 -0.0262825 0
6 10 -0.169288 -0.161809 1
6 11 -0.307969 -0.307969 0
6 12 -0.438783 -0.393892 1
6 13 -0.558388 -0.479746 1
6 14 -0.663728 -0.601063 1
6 15 -0.752114 -0.633729 1
6 16 -0.821286 -0.821286 0
6 17 -0.869478 -0.746498 1
6 18 -0.895459 -0.790645 1
6 19 -0.898566 -0.81942 1
6 20 -0.878717 -0.8028 1
6 21 -0.836422 -0.757272 1
6 22 -0.77276 -0.687775 1
6 23 -0.689357 -0.689357 0
6 24 -0.588345 -0.521859 1

7 0 0.945779 0.573825 1
7 1 0.909383 0.909383 0
7 2 0.849755 0.630138 1
7 3 0.76842 0.600787 1
7 4 0.667456 0.667456 0
7 5 0.549441 0.408299 1
7 6 0.417391 0.417391 0
7 7 0.274678 0.198294 1
7 8 0.124948 0.118019 1
7 9 -0.0279736 -0.0410009 1
7 10 -0.180181 -0.157879 1
7 11 -0.327785 -0.327785 0
7 12 -0.467016 -0.387757 1
7 13 -0.594316 -0.537262 1
7 14 -0.706435 -0.581287 1
7 15 -0.800507 -0.726493 1
7 16 -0.87413 -0.742369 1
7 17 -0.925424 -0.804268 1
7 18 -0.953076 -0.953076 0
7 19 -0.956382 -0.956382 0
7 20 -0.935257 -0.841518 1
7 21 -0.89024 -0.89024 0
7 22 -0.822482 -0.751392 1
7 23 -0.733713 -0.648788 1
7 24 -0.626201 -0.565694 1

8 0 0.978795 0.56989 1
8 1 0.941127 0.664134 1
8 2 0.879419 0.655241 1
8 3 0.795245 0.702579 1
8 4 0.690756 0.4777 1
8 5 0.568621 0.530528 1
8 6 0.431961 0.293679 1
8 7 0.284266 0.269235 1
8 8 0.12931 0.0796139 1
8 9 -0.0289501 -0.0289501 0
8 10 -0.18647 -0.173871 1
8 11 -0.339227 -0.268315 1
8 12 -0.483318 -0.422998 1
8 13 -0.615063 -0.494996 1
8 14 -0.731095 -0.731095 0
8 15 -0.828451 -0.716677 1
8 16 -0.904645 -0.752528 1
8 17 -0.957728 -0.872573 1
8 18 -0.986346 -0.852614 1
8 19 -0.989768 -0.989768 0
8 20 -0.967905 -0.889317 1
8 21 -0.921317 -0.799612 1
8 22 -0.851193 -0.775987 1
8 23 -0.759325 -0.759325 0
8 24 -0.64806 -0.60953 1

9 0 0.986806 0.565954 1
9 1 0.948831 0.58203 1
9 2 0.886617 0.886617 0
9 3 0.801754 0.528763 1
9 4 0.69641 0.626105 1
9 5 0.573275 0.372952 1
9 6 0.435497 0.411162 1
9 7 0.286593 0.19517 1
9 8 0.130368 0.130368 0
9 9 -0.0291871 -0.0340075 1
9 10 -0.187997 -0.147684 1
9 11 -0.342004 -0.292691 1
9 12 -0.487274 -0.37994 1
9 13 -0.620097 -0.534254 1
9 14 -0.737079 -0.631002 1
9 15 -0.835232 -0.692946 1
9 16 -0.912049 -0.912049 0
9 17 -0.965567 -0.786404 1
9 18 -0.99442 -0.882798 1
9 19 -0.997869 -0.863401 1
9 20 -0.975828 -0.838757 1
9 21 -0.928858 -0.847243 1
9 22 -0.85816 -0.766782 1
9 23 -0.765541 -0.717675 1
9 24 -0.653365 -0.653365 0

10 0 0.96961 0.562018 1
10 1 0.932296 0.668846 1
10 2 0.871166 0.540973 1
10 3 0.787782 0.708027 1
10 4 0.684274 0.44114 1
10 5 0.563285 0.563285 0
10 6 0.427907 0.279289 1
10 7 0.281599 0.281599 0
10 8 0.128096 0.128096 0
10 9 -0.0286784 -0.0286784 0
10 10 -0.18472 -0.169869 1
10 11 -0.336044 -0.264792 1
10 12 -0.478783 -0.404027 1
10 13 -0.609291 -0.491656 1
10 14 -0.724234 -0.578897 1
10 15 -0.820677 -0.820677 0
10 16 -0.896155 -0.709266 1
10 17 -0.948741 -0.859196 1
10 18 -0.97709 -0.831209 1
10 19 -0.98048 -0.809657 1
10 20 -0.958822 -0.880464 1
10 21 -0.912671 -0.755991 1
10 22 -0.843205 -0.843205 0
10 23 -0.7522 -0.7522 0
10 24 -0.641979 -0.641979 0

11 0 0.927644 0.558082 1
11 1 0.891945 0.553041 1
11 2 0.833461 0.664729 1
11 3 0.753686 0.500057 1
11 4 0.654657 0.654657 0
11 5 0.538905 0.362786 1
11 6 0.409387 0.409387 0
11 7 0.269411 0.18625 1
11 8 0.122552 0.112173 1
11 9 -0.0274372 -0.031278 1
11 10 -0.176726 -0.176726 0
11 11 -0.321499 -0.321499 0
11 12 -0.45806 -0.35482 1
11 13 -0.58292 -0.467662 1
11 14 -0.692889 -0.600864 1
11 15 -0.785157 -0.620724 1
11 16 -0.857369 -0.857369 0
11 17 -0.907678 -0.736988 1
11 18 -0.934801 -0.784566 1
11 19 -0.938043 -0.938043 0
11 20 -0.917323 -0.732506 1
11 21 -0.87317 -0.87317 0
11 22 -0.80671 -0.68592 1
11 23 -0.719644 -0.719644 0
11 24 -0.614193 -0.591862 1

12 0 0.861981 0.554146 1
12 1 0.828809 0.581707 1
12 2 0.774465 0.555027 1
12 3 0.700336 0.700336 0
12 4 0.608318 0.463089 1
12 5 0.500759 0.454233 1
12 6 0.380409 0.267624 1
12 7 0.250341 0.221266 1
12 8 0.113877 0.0699918 1
12 9 -0.0254951 -0.0254951 0
12 10 -0.164216 -0.153331 1
12 11 -0.298742 -0.233353 1
12 12 -0.425637 -0.352601 1
12 13 -0.541658 -0.429479 1
12 14 -0.643843 -0.535124 1
12 15 -0.72958 -0.661642 1
12 16 -0.79668 -0.65961 1
12 17 -0.843428 -0.759338 1
12 18 -0.868631 -0.747867 1
12 19 -0.871644 -0.710074 1
12 20 -0.852391 -0.796446 1
12 21 -0.811362 -0.654302 1
12 22 -0.749608 -0.749608 0
12 23 -0.668704 -0.581186 1
12 24 -0.570718 -0.541746 1

13 0 0.774298 0.550211 1
13 1 0.7445 0.537911 1
13 2 0.695684 0.553808 1
13 3 0.629096 0.629096 0
13 4 0.546438 0.471042 1
13 5 0.449821 0.360418 1
13 6 0.341713 0.281846 1
13 7 0.224875 0.161042 1
13 8 0.102293 0.0816595 1
13 9 -0.0229017 -0.0360468 1
13 10 -0.147512 -0.11233 1
13 11 -0.268353 -0.2245 1
13 12 -0.38234 -0.289537 1
13 13 -0.486559 -0.396744 1
13 14 -0.57835 -0.472696 1
13 15 -0.655366 -0.655366 0
13 16 -0.71564 -0.71564 0
13 17 -0.757633 -0.625363 1
13 18 -0.780272 -0.679777 1
13 19 -0.782978 -0.691075 1
13 20 -0.765684 -0.643448 1
13 21 -0.728829 -0.683497 1
13 22 -0.673356 -0.555334 1
13 23 -0.600682 -0.565345 1
13 24 -0.512663 -0.491629 1

14 0 0.666836 0.546275 1
14 1 0.641174 0.508103 1
14 2 0.599132 0.496198 1
14 3 0.541786 0.425085 1
14 4 0.4706 0.4706 0
14 5 0.387392 0.304513 1
14 6 0.294287 0.24036 1
14 7 0.193666 0.147373 1
14 8 0.0880964 0.0661909 1
14 9 -0.0197232 -0.0165061 1
14 10 -0.127039 -0.127039 0
14 11 -0.231109 -0.173966 1
14 12 -0.329276 -0.265028 1
14 13 -0.419031 -0.321349 1
14 14 -0.498082 -0.434222 1
14 15 -0.564409 -0.478315 1
14 16 -0.616319 -0.533401 1
14 17 -0.652483 -0.575384 1
14 18 -0.67198 -0.560572 1
14 19 -0.674311 -0.674311 0
14 20 -0.659417 -0.659417 0
14 21 -0.627677 -0.535103 1
14 22 -0.579903 -0.528515 1
14 23 -0.517315 -0.450745 1
14 24 -0.441512 -0.441512 0

15 0 0.542339 0.542339 0
15 1 0.521468 0.43877 1
15 2 0.487275 0.386054 1
15 3 0.440636 0.379014 1
15 4 0.38274 0.289435 1
15 5 0.315066 0.282471 1
15 6 0.239345 0.175731 1
15 7 0.157509 0.157509 0
15 8 0.071649 0.0502543 1
15 9 -0.0160409 -0.0177397 1
15 10 -0.103321 -0.0856083 1
15 11 -0.187962 -0.155671 1
15 12 -0.267801 -0.208388 1
15 13 -0.340799 -0.283196 1
15 14 -0.405091 -0.314775 1
15 15 -0.459035 -0.401584 1
15 16 -0.501253 -0.410147 1
15 17 -0.530666 -0.451294 1
15 18 -0.546523 -0.495972 1
15 19 -0.548419 -0.474554 1
15 20 -0.536305 -0.536305 0
15 21 -0.510491 -0.469916 1
15 22 -0.471636 -0.405327 1
15 23 -0.420733 -0.395304 1
15 24 -0.359083 -0.35069 1

16 0 0.403987 0.403987 0
16 1 0.388441 0.351825 1
16 2 0.362971 0.30862 1
16 3 0.328229 0.259205 1
16 4 0.285102 0.240638 1
16 5 0.234693 0.168937 1
16 6 0.178287 0.178287 0
16 7 0.117328 0.0820995 1
16 8 0.0533712 0.0523007 1
16 9 -0.0119489 -0.0119489 0
16 10 -0.0769637 -0.0624115 1
16 11 -0.140012 -0.140012 0
16 12 -0.199485 -0.168205 1
16 13 -0.253861 -0.198223 1
16 14 -0.301752 -0.265329 1
16 15 -0.341935 -0.261214 1
16 16 -0.373383 -0.373383 0
16 17 -0.395292 -0.325676 1
16 18 -0.407104 -0.337819 1
16 19 -0.408516 -0.408516 0
16 20 -0.399493 -0.34041 1
16 21 -0.380264 -0.348687 1
16 22 -0.351321 -0.351321 0
16 23 -0.313404 -0.286773 1
16 24 -0.26748 -0.259867 1

17 0 0.255316 0.249514 1
17 1 0.245491 0.245491 0
17 2 0.229394 0.229394 0
17 3 0.207437 0.171205 1
17 4 0.180182 0.131935 1
17 5 0.148323 0.12986 1
17 6 0.112676 0.0786466 1
17 7 0.0741501 0.0721539 1
17 8 0.0337301 0.0237665 1
17 9 -0.00755156 -0.00272013 1
17 10 -0.0486403 -0.047706 1
17 11 -0.0884865 -0.0735153 1
17 12 -0.126072 -0.126072 0
17 13 -0.160438 -0.160438 0
17 14 -0.190704 -0.143657 1
17 15 -0.216099 -0.216099 0
17 16 -0.235974 -0.176276 1
17 17 -0.249821 -0.218093 1
17 18 -0.257286 -0.22031 1
17 19 -0.258178 -0.207337 1
17 20 -0.252476 -0.231084 1
17 21 -0.240323 -0.209834 1
17 22 -0.222032 -0.222032 0
17 23 -0.198068 -0.18823 1
17 24 -0.169045 -0.169045 0

18 0 0.100123 0.0950399 1
18 1 0.0962695 0.0914199 1
18 2 0.0899572 0.0792309 1
18 3 0.0813469 0.0651261 1
18 4 0.0706586 0.0563309 1
18 5 0.0581652 0.034472 1
18 6 0.044186 0.044186 0
18 7 0.0290781 0.0290781 0
18 8 0.0132273 0.0138416 1
18 9 -0.00296136 -0.00416257 1
18 10 -0.0190744 -0.0146114 1
18 11 -0.0347001 -0.0347001 0
18 12 -0.0494395 -0.0488335 1
18 13 -0.0629158 -0.0629158 0
18 14 -0.074785 -0.0777536 1
18 15 -0.0847437 -0.0522766 1
18 16 -0.0925377 -0.0841297 1
18 17 -0.0979677 -0.0659362 1
18 18 -0.100895 -0.0770403 1
18 19 -0.101245 -0.0811129 1
18 20 -0.0990087 -0.0740763 1
18 21 -0.0942431 -0.0860192 1
18 22 -0.08707 -0.0735275 1
18 23 -0.0776727 -0.0773409 1
18 24 -0.0662912 -0.0682022 1

19 0 -0.0576285 -0.0594338 1
19 1 -0.0554108 -0.0529503 1
19 2 -0.0517776 -0.0537943 1
19 3 -0.0468217 -0.0468217 0
19 4 -0.0406697 -0.04703 1
19 5 -0.0334787 -0.0289199 1
19 6 -0.0254326 -0.0256634 1
19 7 -0.0167368 -0.0167368 0
19 8 -0.00761337 -0.00368964 1
19 9 0.0017045 0.00266951 1
19 10 0.0109788 0.0109788 0
19 11 0.0199727 0.0151205 1
19 12 0.0284564 0.0240509 1
19 13 0.0362131 0.0234982 1
19 14 0.0430447 0.0449613 1
19 15 0.0487768 0.0420245 1
19 16 0.0532628 0.0658652 1
19 17 0.0563882 0.0556493 1
19 18 0.0580732 0.0669763 1
19 19 0.0582746 0.0616189 1
19 20 0.0569874 0.0599662 1
19 21 0.0542444 0.0592463 1
19 22 0.0501157 0.0490724 1
19 23 0.0447068 0.0447068 0
19 24 0.0381559 0.0326404 1

20 0 -0.213908 -0.213908 0
20 1 -0.205676 -0.200246 1
20 2 -0.19219 -0.172164 1
20 3 -0.173794 -0.171477 1
20 4 -0.150959 -0.133599 1
20 5 -0.124267 -0.116241 1
20 6 -0.0944015 -0.0825977 1
20 7 -0.062124 -0.0499626 1
20 8 -0.0282596 -0.0241778 1
20 9 0.00632681 0.0102886 1
20 10 0.0407516 0.0356255 1
20 11 0.0741353 0.0711522 1
20 12 0.105625 0.0883012 1
20 13 0.134417 0.122668 1
20 14 0.159775 0.132279 1
20 15 0.181051 0.17237 1
20 16 0.197703 0.197703 0
20 17 0.209304 0.209304 0
20 18 0.215558 0.186065 1
20 19 0.216306 0.205651 1
20 20 0.211528 0.211528 0
20 21 0.201346 0.201346 0
20 22 0.186021 0.173061 1
20 23 0.165944 0.158303 1
20 24 0.141628 0.133483 1

21 0 -0.364722 -0.360064 1
21 1 -0.350686 -0.323103 1
21 2 -0.327692 -0.327692 0
21 3 -0.296327 -0.265783 1
21 4 -0.257392 -0.257392 0
21 5 -0.211882 -0.19287 1
21 6 -0.160959 -0.134879 1
21 7 -0.105924 -0.0918639 1
21 8 -0.0481839 -0.0356182 1
21 9 0.0107875 0.00921996 1
21 10 0.0694833 0.0694833 0
21 11 0.126404 0.115492 1
21 12 0.180096 0.180096 0
21 13 0.229187 0.199094 1
21 14 0.272423 0.241562 1
21 15 0.308701 0.264498 1
21 16 0.337092 0.337092 0
21 17 0.356872 0.307288 1
21 18 0.367536 0.355543 1
21 19 0.368811 0.319702 1
21 20 0.360664 0.340117 1
21 21 0.343305 0.30535 1
21 22 0.317175 0.317175 0
21 23 0.282943 0.282943 0
21 24 0.241483 0.234326 1

22 0 -0.50622 -0.50622 0
22 1 -0.486739 -0.45435 1
22 2 -0.454824 -0.40012 1
22 3 -0.41129 -0.366183 1
22 4 -0.35725 -0.35725 0
22 5 -0.294083 -0.252161 1
22 6 -0.223405 -0.198036 1
22 7 -0.147019 -0.121152 1
22 8 -0.0668773 -0.0626444 1
22 9 0.0149726 0.0183534 1
22 10 0.09644 0.0880764 1
